alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
10,scatter_gather,True,306313,111,27,TRANSFER,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306314,198,27,CASH_OUT,74.99,2023-04-08T00:00:00Z
10,scatter_gather,True,306315,1293,27,CASH_OUT,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306591,201,27,CASH_IN,92.86,2023-04-09T00:00:00Z
10,scatter_gather,True,307134,55,27,TRANSFER,192.49,2023-04-11T00:00:00Z
5,fan_out,True,309319,60,1212,CASH_OUT,655.25,2023-04-18T00:00:00Z
8,scatter_gather,True,315825,66,1445,CASH_IN,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315826,8,1445,TRANSFER,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315827,44,1445,PAYMENT,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315828,197,1445,TRANSFER,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315829,1266,1445,CASH_OUT,199.79,2023-05-09T00:00:00Z
11,gather_scatter,True,334353,122,665,PAYMENT,297.06,2023-07-10T00:00:00Z
11,gather_scatter,True,334354,528,665,CASH_IN,2.03,2023-07-10T00:00:00Z
11,gather_scatter,True,334355,307,665,PAYMENT,233.15,2023-07-10T00:00:00Z
11,gather_scatter,True,335122,665,216,CASH_OUT,54.17,2023-07-13T00:00:00Z
2,fan_in,True,356101,3,192,TRANSFER,112.97,2023-09-25T00:00:00Z
12,gather_scatter,True,378507,119,1354,TRANSFER,843.34,2023-12-15T00:00:00Z
12,gather_scatter,True,379330,1354,491,TRANSFER,20.62,2023-12-18T00:00:00Z
