step,normal,SAR
363,348,0
364,356,0
365,365,0
366,352,0
367,352,0
368,348,0
369,355,0
370,342,0
371,328,0
372,330,0
373,330,0
374,332,0
375,335,0
376,362,0
377,336,0
378,346,0
379,332,0
380,323,0
381,348,0
382,349,0
383,348,0
384,345,0
385,346,0
386,344,0
387,336,0
388,339,0
389,324,0
390,322,0
391,332,0
392,348,0
393,357,0
394,351,0
395,348,0
396,339,0
397,332,0
398,327,0
399,324,0
400,313,0
401,336,0
402,324,0
403,344,0
404,349,0
405,349,0
406,351,0
407,342,0
408,327,0
409,317,0
410,318,0
411,323,0
412,334,0
413,342,0
414,333,1
415,333,0
416,323,0
417,332,0
418,328,0
419,321,0
420,323,1
421,316,0
422,311,0
423,316,0
424,317,0
425,310,0
426,317,0
427,320,0
428,320,0
429,316,1
430,328,0
431,330,0
432,333,0
433,320,0
434,315,0
435,320,0
436,348,0
437,333,0
438,316,0
439,319,0
440,309,0
441,316,0
442,316,0
443,316,0
444,329,0
445,341,0
446,334,0
447,328,0
448,325,0
449,301,1
450,301,0
451,302,0
452,302,0
453,326,0
454,335,0
455,320,0
456,318,0
457,310,0
458,300,0
459,292,0
460,286,2
461,313,0
462,312,3
463,304,1
464,307,0
465,321,1
466,330,0
467,316,0
468,313,0
469,300,0
470,307,0
471,298,0
472,290,1
473,304,0
474,309,0
475,299,0
476,307,0
477,309,0
478,312,0
479,301,0
480,313,0
481,319,0
482,320,0
483,319,0
484,302,0
485,299,0
486,306,0
487,325,0
488,297,0
489,298,0
490,297,0
491,289,0
492,309,0
493,324,5
494,327,0
495,310,0
496,287,0
497,296,0
498,304,0
499,297,0
500,289,0
501,295,0
502,298,0
503,298,0
504,308,0
505,305,0
506,310,0
507,316,0
508,301,0
509,292,0
510,292,0
511,304,0
512,317,0
513,304,0
514,300,0
515,317,0
516,307,0
517,300,0
518,299,0
519,297,0
520,309,0
521,309,0
522,310,0
523,287,0
524,290,0
525,286,0
526,279,0
527,297,0
528,299,0
529,305,0
530,296,0
531,298,0
532,305,0
533,305,0
534,284,0
535,284,0
536,300,0
537,294,0
538,285,0
539,270,0
540,270,0
541,288,0
542,278,0
543,263,0
544,271,0
545,271,0
546,284,0
547,289,0
548,289,0
549,288,0
550,288,0
551,281,0
552,297,0
553,304,0
554,295,0
555,308,3
556,317,0
557,300,0
558,282,1
559,282,0
560,277,0
561,280,0
562,299,0
563,300,0
564,296,0
565,290,0
566,305,0
567,310,0
568,300,0
569,284,0
570,286,0
571,289,0
572,298,0
573,295,0
574,284,0
575,287,0
576,288,0
577,286,0
578,292,0
579,276,0
580,286,0
581,294,0
582,295,0
583,285,0
584,295,0
585,289,0
586,294,0
587,293,0
588,283,0
589,268,0
590,266,0
591,276,0
592,278,0
593,279,0
594,285,0
595,290,0
596,280,0
597,278,0
598,275,0
599,275,0
600,281,0
601,270,0
602,275,0
603,279,0
604,304,0
605,294,0
606,306,0
607,296,0
608,288,0
609,277,0
610,279,0
611,273,0
612,280,0
613,282,0
614,262,0
615,258,0
616,271,0
617,271,0
618,278,0
619,287,0
620,293,0
621,293,0
622,299,0
623,316,0
624,294,0
625,257,0
626,266,0
627,247,0
628,255,0
629,259,0
630,275,0
631,271,0
632,280,1
633,281,0
634,265,0
635,271,0
636,286,0
637,287,0
638,286,0
639,288,0
640,268,0
641,285,0
642,279,0
643,277,0
644,278,0
645,288,0
646,292,0
647,284,0
648,285,0
649,282,0
650,266,0
651,277,0
652,280,0
653,284,0
654,272,0
655,265,0
656,266,0
657,261,0
658,273,0
659,276,0
660,265,0
661,268,0
662,274,0
663,279,0
664,277,0
665,281,0
666,284,0
667,290,0
668,293,0
669,289,0
670,296,0
671,304,0
672,285,0
673,281,0
674,290,0
675,287,0
676,286,0
677,286,0
678,275,0
679,266,0
680,271,0
681,281,0
682,273,0
683,266,0
684,274,0
685,283,0
686,276,0
687,272,0
688,266,0
689,268,0
690,271,0
691,266,0
692,271,0
693,272,0
694,268,0
695,281,0
696,269,0
697,280,0
698,275,0
699,278,0
700,262,0
701,263,0
702,278,0
703,265,0
704,269,0
705,271,0
706,277,0
707,270,0
708,280,0
709,263,0
710,254,0
711,258,0
712,281,0
713,272,1
714,259,0
715,284,0
716,299,1
717,291,0
718,281,0
719,284,0
