alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
5,fan_out,True,225241,60,267,CASH_IN,200.16,2022-08-31T00:00:00Z
7,scatter_gather,True,226789,57,713,CASH_IN,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,226790,57,1347,TRANSFER,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,226791,57,1190,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,226792,57,399,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,226793,57,359,PAYMENT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,226794,57,1149,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227329,57,329,CASH_OUT,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227330,57,1100,CASH_IN,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227331,57,1090,CASH_IN,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227332,57,823,PAYMENT,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227333,57,555,PAYMENT,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,228531,1347,398,TRANSFER,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228532,1190,398,CASH_IN,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228533,329,398,PAYMENT,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228534,359,398,PAYMENT,37.55,2022-09-07T00:00:00Z
7,scatter_gather,True,228535,555,398,CASH_OUT,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228742,713,398,CASH_IN,194.26,2022-09-08T00:00:00Z
4,fan_out,True,235573,364,781,CASH_IN,847.06,2022-09-24T00:00:00Z
5,fan_out,True,252247,60,557,CASH_IN,726.39,2022-11-03T00:00:00Z
5,fan_out,True,255602,60,452,CASH_OUT,770.45,2022-11-11T00:00:00Z
5,fan_out,True,264336,60,255,CASH_IN,776.54,2022-12-04T00:00:00Z
5,fan_out,True,264741,60,623,CASH_IN,638.74,2022-12-05T00:00:00Z
1,fan_in,True,278882,660,239,PAYMENT,313.52,2023-01-14T00:00:00Z
4,fan_out,True,291064,364,1364,TRANSFER,501.23,2023-02-19T00:00:00Z
4,fan_out,True,295629,364,1114,CASH_IN,619.34,2023-03-06T00:00:00Z
5,fan_out,True,302187,60,1214,TRANSFER,638.89,2023-03-26T00:00:00Z
10,scatter_gather,True,305432,82,27,CASH_OUT,192.49,2023-04-06T00:00:00Z
10,scatter_gather,True,305433,173,27,PAYMENT,192.49,2023-04-06T00:00:00Z
10,scatter_gather,True,306049,111,27,TRANSFER,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306050,1293,27,CASH_OUT,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306467,1258,27,TRANSFER,13.75,2023-04-09T00:00:00Z
10,scatter_gather,True,307078,55,27,TRANSFER,192.49,2023-04-11T00:00:00Z
5,fan_out,True,309410,60,1212,CASH_OUT,957.55,2023-04-18T00:00:00Z
8,scatter_gather,True,315561,66,1445,PAYMENT,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315562,8,1445,CASH_OUT,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315563,44,1445,CASH_OUT,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315564,1266,1445,CASH_OUT,199.79,2023-05-09T00:00:00Z
11,gather_scatter,True,333962,122,665,PAYMENT,578.32,2023-07-10T00:00:00Z
11,gather_scatter,True,333963,307,665,PAYMENT,327.38,2023-07-10T00:00:00Z
11,gather_scatter,True,335013,665,216,CASH_OUT,135.85,2023-07-13T00:00:00Z
11,gather_scatter,True,335014,665,1309,PAYMENT,135.85,2023-07-13T00:00:00Z
11,gather_scatter,True,335015,665,630,PAYMENT,135.85,2023-07-13T00:00:00Z
11,gather_scatter,True,335016,665,881,CASH_OUT,135.85,2023-07-13T00:00:00Z
11,gather_scatter,True,335017,665,1117,PAYMENT,135.85,2023-07-13T00:00:00Z
11,gather_scatter,True,335235,665,940,PAYMENT,135.85,2023-07-14T00:00:00Z
2,fan_in,True,355835,3,192,TRANSFER,881.66,2023-09-25T00:00:00Z
12,gather_scatter,True,378358,119,1354,TRANSFER,193.44,2023-12-15T00:00:00Z
