step,normal,SAR
363,357,0
364,362,0
365,358,0
366,359,0
367,350,0
368,354,0
369,353,0
370,335,0
371,333,0
372,338,0
373,350,0
374,348,0
375,350,0
376,346,0
377,350,0
378,348,1
379,326,0
380,329,0
381,329,0
382,333,0
383,351,0
384,334,0
385,339,0
386,345,0
387,349,0
388,342,0
389,339,0
390,336,0
391,334,0
392,345,0
393,335,0
394,331,0
395,332,0
396,327,0
397,334,0
398,324,0
399,318,0
400,326,0
401,325,0
402,325,0
403,357,0
404,343,0
405,348,0
406,338,0
407,340,0
408,318,0
409,314,0
410,325,0
411,323,0
412,338,0
413,325,0
414,318,1
415,330,0
416,321,0
417,321,0
418,308,0
419,325,0
420,328,0
421,320,0
422,308,0
423,308,0
424,305,0
425,309,0
426,308,0
427,305,0
428,320,0
429,321,1
430,320,0
431,333,0
432,334,0
433,328,0
434,331,0
435,313,0
436,318,0
437,321,0
438,327,0
439,319,0
440,311,0
441,316,0
442,303,0
443,317,0
444,328,0
445,327,0
446,324,0
447,326,0
448,313,0
449,312,1
450,298,0
451,305,0
452,303,0
453,317,0
454,320,0
455,326,0
456,326,0
457,307,0
458,293,0
459,290,0
460,285,2
461,296,0
462,324,2
463,334,1
464,335,0
465,320,1
466,318,0
467,300,0
468,318,0
469,319,0
470,322,0
471,298,0
472,301,1
473,299,0
474,296,0
475,295,0
476,297,0
477,291,0
478,308,0
479,299,0
480,294,0
481,307,0
482,316,0
483,327,0
484,305,0
485,301,0
486,315,0
487,304,0
488,290,0
489,298,0
490,283,0
491,281,0
492,303,0
493,305,4
494,315,0
495,301,0
496,292,0
497,299,0
498,298,0
499,300,0
500,292,0
501,291,0
502,293,0
503,298,0
504,289,0
505,299,0
506,303,0
507,309,0
508,296,0
509,305,0
510,296,0
511,288,0
512,302,0
513,309,0
514,301,0
515,292,0
516,307,0
517,303,0
518,309,0
519,304,0
520,299,0
521,305,0
522,317,0
523,304,0
524,304,0
525,290,0
526,303,0
527,300,0
528,302,0
529,297,0
530,298,0
531,308,0
532,314,0
533,316,0
534,306,0
535,301,0
536,305,0
537,293,0
538,277,0
539,286,0
540,290,0
541,290,0
542,287,0
543,278,0
544,264,0
545,282,0
546,293,0
547,278,0
548,287,0
549,296,0
550,274,0
551,284,0
552,298,0
553,308,0
554,297,0
555,296,2
556,295,0
557,302,0
558,300,5
559,283,1
560,290,0
561,299,0
562,294,0
563,293,0
564,298,0
565,308,0
566,306,0
567,287,0
568,303,0
569,294,0
570,281,0
571,287,0
572,289,0
573,292,0
574,277,0
575,281,0
576,292,0
577,279,0
578,285,0
579,286,0
580,288,0
581,275,0
582,289,0
583,291,0
584,301,0
585,296,0
586,277,0
587,291,0
588,282,0
589,280,0
590,273,0
591,282,0
592,274,0
593,270,0
594,281,0
595,289,0
596,276,0
597,285,0
598,276,0
599,276,0
600,276,0
601,286,0
602,293,0
603,284,0
604,287,0
605,285,0
606,291,0
607,293,0
608,280,0
609,291,0
610,292,0
611,277,0
612,278,0
613,285,0
614,277,0
615,272,0
616,267,0
617,255,0
618,283,0
619,282,0
620,293,0
621,277,0
622,284,0
623,315,0
624,293,0
625,275,0
626,268,0
627,254,0
628,255,0
629,266,0
630,268,0
631,260,0
632,269,1
633,280,0
634,279,0
635,263,0
636,275,0
637,281,0
638,279,0
639,264,0
640,274,0
641,277,0
642,272,0
643,271,0
644,283,0
645,282,0
646,289,0
647,285,0
648,275,0
649,274,0
650,279,0
651,265,0
652,275,0
653,275,0
654,269,0
655,261,0
656,269,0
657,281,0
658,290,0
659,271,0
660,272,0
661,277,0
662,279,0
663,273,0
664,277,0
665,276,0
666,286,0
667,292,0
668,275,0
669,275,0
670,290,0
671,297,0
672,293,0
673,286,0
674,288,0
675,297,0
676,297,0
677,290,0
678,281,0
679,279,0
680,278,0
681,285,0
682,275,0
683,267,0
684,274,0
685,281,0
686,261,0
687,267,0
688,274,0
689,275,0
690,270,0
691,268,0
692,268,0
693,271,0
694,278,0
695,285,0
696,274,0
697,276,0
698,265,0
699,281,0
700,282,0
701,262,0
702,263,0
703,263,0
704,254,0
705,255,0
706,258,0
707,267,0
708,273,0
709,268,0
710,264,0
711,268,0
712,270,0
713,268,1
714,271,0
715,274,0
716,280,0
717,292,0
718,286,0
719,295,0
